Survey Date,Survey Round,Site ID,Site Name,Site Alternate Name,OCHA Region,OCHA Region P-Code,OCHA Zone,OCHA Zone P-Code,OCHA Woreda,OCHA Woreda P-Code,Longitude,Latitude,Site Open Date,Settlement/site type,Total Individuals,Data Source,Managed Site?,Camp Management Agency,Notes
"31 March, 2021",Round 25,AM423,Telim Butila,Telim,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.5453635,10.8796934,2018-02-21 00:00:00,Host community/families,1327,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM430,Addis Alem,,Amhara,ET03,West Gojam,ET0307,Debub Achefer,ET030713,36.9471475,11.3575031,2018-04-27 00:00:00,Host community/families,327,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM431,Michael Sefer,,Amhara,ET03,West Gojam,ET0307,Debub Achefer,ET030713,36.9541122,11.359249,2018-06-29 00:00:00,Host community/families,341,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM450,Teter Genbi,Hamus Gebya,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.5168304,10.9531463,2019-04-15 00:00:00,Host community/families,1548,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM451,Santima Yeshoh,Delmu,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.5377173,10.9237202,2019-04-25 00:00:00,Host community/families,1763,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM458,Gudba Sekela,Mekazen,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.5396728,10.903118,2019-05-30 00:00:00,Host community/families,1189,DTM SA Round 25,,,
"31 March, 2021",Round 25,OR1454,Muje ber,,Oromia,ET04,Jimma,ET0404,Gera,ET040408,36.2432676,7.747834,2020-07-07 00:00:00,Dispersed Settlement,703,DTM SA Round 25,,,
"31 March, 2021",Round 25,OR1455,Haro meda,,Oromia,ET04,Jimma,ET0404,Gera,ET040408,36.2492708,7.7454422,2020-07-07 00:00:00,Dispersed Settlement,460,DTM SA Round 25,,,
"31 March, 2021",Round 25,OR677,Daro Baha,,Oromia,ET04,East Hararge,ET0410,Jarso (East Hararghe),ET041002,42.3443018,9.66101452,2017-09-12 00:00:00,Host community/families,1206,DTM SA Round 25,,,
"31 March, 2021",Round 25,SN409,Tifate,,SNNP,ET07,Amaro,ET0721,Amaro,ET072102,37.7903924,5.9064871,2021-03-31 00:00:00,Host community/families,1466,DTM SA Round 25,,,
"31 March, 2021",Round 25,SN410,Yero,,SNNP,ET07,Amaro,ET0721,Amaro,ET072102,37.7479018,5.8809379,2021-03-31 00:00:00,Host community/families,1639,DTM SA Round 25,,,
"31 March, 2021",Round 25,SN428,Tena Taba Sefer,,SNNP,ET07,Kembata Tibaro,ET0703,Kacha Bira,ET070304,37.74894821,7.28399274,2018-07-17 00:00:00,Host community/families,171,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO441,Yaca Gubadle,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.31914555,7.176158344,2017-01-17 00:00:00,Spontaneous camp/site,612,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO479,Shabeley,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.2001257,6.972573895,2017-01-01 00:00:00,Host community/families,362,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO554,Gosolaley,,Somali,ET05,Jarar,ET0503,Bilcil-Bur,ET050306,43.29977597,8.242524284,2017-05-10 00:00:00,Spontaneous camp/site,1920,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO555,Arbadhis,,Somali,ET05,Jarar,ET0503,Bilcil-Bur,ET050306,43.27667983,8.157073593,2017-05-10 00:00:00,Spontaneous camp/site,546,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO583,Anole,,Somali,ET05,Korahe,ET0505,Shaygosh,ET050501,44.14093625,7.186936853,2017-06-25 00:00:00,Host community/families,348,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO654,Aw-bare,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.85814059,5.007495335,2017-08-13 00:00:00,Spontaneous camp/site,2730,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO675,Elkur,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.65583858,3.807932926,2018-07-08 00:00:00,Host community/families,508,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO699,Walaislaman,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.87439156,4.956554877,2018-08-23 00:00:00,Spontaneous camp/site,692,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO735,Harshilmi,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.65087235,3.644987807,2019-02-05 00:00:00,Host community/families,647,DTM SA Round 25,,,
"31 March, 2021",Round 25,SO778,Buralan,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.95030821,4.96817024,2020-02-25 00:00:00,Spontaneous camp/site,702,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM175,Harbu 02,,Amhara,ET03,South Wello,ET0304,Kalu,ET030407,39.78926441,10.91021096,2017-08-15 00:00:00,Host community/families,469,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM176,Harbu 01,,Amhara,ET03,South Wello,ET0304,Kalu,ET030407,39.78553743,10.92408753,2017-08-15 00:00:00,Host community/families,305,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM190,Fenkatit Genda Wuha,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.65604579,10.89479746,2019-05-09 00:00:00,Host community/families,1877,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM228,Sefere Selam,,Amhara,ET03,North Shewa (AM),ET0305,Minjar Shenkora,ET030518,39.418606,8.927928109,2019-03-19 00:00:00,Collective Center,159,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM272,Kebt tera,,Amhara,ET03,North Shewa (AM),ET0305,Minjar Shenkora,ET030518,39.43110568,8.92982092,2020-03-20 00:00:00,Host community/families,308,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM273,Gebriel Akababi,,Amhara,ET03,North Shewa (AM),ET0305,Minjar Shenkora,ET030518,39.4241365,8.924664586,2020-12-28 00:00:00,Host community/families,258,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM275,Solomon Ager,,Amhara,ET03,North Shewa (AM),ET0305,Minjar Shenkora,ET030518,39.42826292,8.935942172,2020-12-30 00:00:00,Host community/families,546,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM283,Estie Ber,,Amhara,ET03,South Gondar,ET0302,Woreta town,ET030293,37.69587378,11.91982136,2020-04-19 00:00:00,Host community/families,303,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM285,Legambo,,Amhara,ET03,South Gondar,ET0302,Woreta town,ET030293,37.69858364,11.92547895,2020-01-20 00:00:00,Host community/families,190,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM287,Gebriel Sefer,,Amhara,ET03,South Gondar,ET0302,Woreta town,ET030293,37.69172044,11.92661467,2020-06-18 00:00:00,Host community/families,214,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM421,Shangie Derekie,Shangie,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.6227068,10.8848459,2018-04-30 00:00:00,Host community/families,1470,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM428,Wetebet,Gomata,Amhara,ET03,West Gojam,ET0307,Dembecha,ET030708,37.4902001,10.5601497,2018-12-06 00:00:00,Host community/families,254,DTM SA Round 25,,,
"30 March, 2021",Round 25,AM429,Arba Minch,,Amhara,ET03,West Gojam,ET0307,Dembecha,ET030708,37.4873828,10.5666368,2018-11-30 00:00:00,Host community/families,278,DTM SA Round 25,,,
"30 March, 2021",Round 25,OR1456,Arga got,,Oromia,ET04,Jimma,ET0404,Gumay,ET040416,36.485719,7.9979755,2018-10-30 00:00:00,Host community/families,176,DTM SA Round 25,,,
"30 March, 2021",Round 25,OR510,Mesela Town,,Oromia,ET04,West Hararge,ET0409,Mesela,ET040904,41.17967605,9.08428449,2017-09-15 00:00:00,Host community/families,152,DTM SA Round 25,,,
"30 March, 2021",Round 25,OR625,Gobesa Town,,Oromia,ET04,Arsi,ET0408,Shirka,ET040814,39.49896499,7.62134716,2017-09-17 00:00:00,Host community/families,425,DTM SA Round 25,,,
"30 March, 2021",Round 25,OR728,Biyo Gababdu,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.69381583,9.46691111,2017-09-12 00:00:00,Host community/families,664,DTM SA Round 25,,,
"30 March, 2021",Round 25,SN327,Koybo,,SNNP,ET07,Gamo,ET0710,Gerese,ET071013,37.26137402,5.94717722,2020-04-26 00:00:00,Host community/families,188,DTM SA Round 25,,,
"30 March, 2021",Round 25,SN371,Derba,,SNNP,ET07,Amaro,ET0721,Amaro,ET072102,37.82862623,5.92663166,2016-12-22 00:00:00,Host community/families,1618,DTM SA Round 25,,,
"30 March, 2021",Round 25,SN372,Gumure,,SNNP,ET07,Amaro,ET0721,Amaro,ET072102,37.84411812,5.96067262,2016-12-22 00:00:00,Host community/families,1094,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO240,Fadato,,Somali,ET05,Siti,ET0501,Gablalu,ET050199,41.66299649,10.19491412,2015-08-01 00:00:00,Spontaneous camp/site,3017,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO240f,Fadato,,Somali,ET05,Siti,ET0501,Gablalu,ET050199,41.66377153,10.19542375,2020-06-28 00:00:00,Spontaneous camp/site,1373,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO252,Hadhkalay,,Somali,ET05,Siti,ET0501,Shinile,ET050103,41.61396773,10.11821928,2015-08-10 00:00:00,Spontaneous camp/site,2470,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO277,Kansah Dhere,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.85531487,5.092444664,2016-03-05 00:00:00,Spontaneous camp/site,2610,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO431,Banburad,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.29065408,6.840752441,2017-01-13 00:00:00,Spontaneous camp/site,708,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO582,Sadqale,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.34720752,6.837572482,2017-05-01 00:00:00,Host community/families,480,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO644,Elfatu 2,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.27539986,3.731057414,2018-10-20 00:00:00,Host community/families,629,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO698,Awal,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.87394512,5.132220116,2018-07-21 00:00:00,Spontaneous camp/site,415,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO777,Han taraka,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.88911949,5.082614652,2020-01-22 00:00:00,Spontaneous camp/site,656,DTM SA Round 25,,,
"30 March, 2021",Round 25,SO818,Katel,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.906415,5.0668353,2020-10-29 00:00:00,Spontaneous camp/site,354,DTM SA Round 25,,,
"29 March, 2021",Round 25,AF191,Adgura,,Afar,ET02,Gabi /Zone 3,ET0203,Gewane,ET020303,40.60795111,10.04476496,2015-08-25 00:00:00,Spontaneous camp/site,3520,DTM SA Round 25,,,
"29 March, 2021",Round 25,AF314,Adoda Rifo,,Afar,ET02,Gabi /Zone 3,ET0203,Gewane,ET020303,40.704976,10.1597581,2020-09-25 00:00:00,Spontaneous camp/site,3836,DTM SA Round 25,,,
"29 March, 2021",Round 25,AF315,Af'asin Gefen,,Afar,ET02,Gabi /Zone 3,ET0203,Gewane,ET020303,40.7006847,10.1349368,2020-09-25 00:00:00,Spontaneous camp/site,602,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM144,Feres Bet 01,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.59957238,10.8508042,2017-11-08 00:00:00,Host community/families,3322,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM146,Ziqwala Wegem,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.62408112,10.83733907,2019-04-27 00:00:00,Host community/families,872,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM153,Feres Bet 02,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.60793027,10.85125793,2017-12-03 00:00:00,Host community/families,1851,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM168,Kebele 01,,Amhara,ET03,South Gondar,ET0302,Debre Tabor town,ET030210,38.01744486,11.85071469,2017-11-11 00:00:00,Host community/families,1092,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM189,Awera godana,,Amhara,ET03,South Wello,ET0304,Thehulederie,ET030405,39.68285425,11.32317026,2018-09-15 00:00:00,Collective Center,58,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM282,Amba Mariyam ,,Amhara,ET03,South Gondar,ET0302,Nefas Mewicha town,ET030215,38.47373726,11.74186274,2019-12-22 00:00:00,Host community/families,116,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM284,Jegnoch Amba,,Amhara,ET03,South Gondar,ET0302,Guna Begemider,ET030212,38.21252202,11.81760963,2019-02-15 00:00:00,Host community/families,217,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM289,Mekane Eyesus,,Amhara,ET03,South Wello,ET0304,Thehulederie,ET030405,39.68591405,11.3023993,2020-11-10 00:00:00,Collective Center,284,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM355,Maksegnit 01,,Amhara,ET03,Central Gondar,ET0311,Gonder Zuria,ET031110,37.5550773,12.3830054,2018-09-26 00:00:00,Host community/families,270,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM356,Maksegnit 02,,Amhara,ET03,Central Gondar,ET0311,Gonder Zuria,ET031110,37.559231,12.379199,2018-10-06 00:00:00,Host community/families,406,DTM SA Round 25,,,
"29 March, 2021",Round 25,AM427,Tyido,,Amhara,ET03,West Gojam,ET0307,Bure (AM),ET030710,37.0237203,10.4839153,2019-05-21 00:00:00,Host community/families,3323,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1167,Falka,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.19917226,6.94701159,2018-11-18 00:00:00,Host community/families,1252,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1168,Shelo Balela,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.23780728,6.94618759,2018-11-18 00:00:00,Host community/families,2366,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1249,Loke Town,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.24113476,7.14396689,2019-02-22 00:00:00,Host community/families,127,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1285,Shelo Ilancho,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.23953791,6.92929738,2019-01-22 00:00:00,Host community/families,8764,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1286,Shasha Goyke,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.19455588,7.015830236,2019-06-15 00:00:00,Host community/families,629,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1287,Mazora Haro Shibo,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.21171402,7.054916868,2019-06-15 00:00:00,Host community/families,1217,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1301,Gand Camp,,Oromia,ET04,West Hararge,ET0409,Chiro Zuria,ET040913,40.87249168,9.08797062,2019-09-23 00:00:00,Planned camp/site,58,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1307,Hare Kelo town,,Oromia,ET04,Guji,ET0414,Gora Dola,ET041413,39.39435219,5.551481484,2019-08-21 00:00:00,Host community/families,2778,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1397,Liben Negele,,Oromia,ET04,Guji,ET0414,Liben,ET041407,39.56047805,5.33956522,2020-06-05 00:00:00,Host community/families,4560,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1457,Domain Development Dorps Hall,,Oromia,ET04,Jimma,ET0404,Jimma town,ET040418,36.8480625,7.6697265,2018-05-20 00:00:00,Collective Center,3829,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR1458,Industry Shade,,Oromia,ET04,Jimma,ET0404,Jimma town,ET040418,36.8268436,7.6907666,2018-05-30 00:00:00,Collective Center,295,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR250,Torban Hansawe,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.23157813,7.03151387,2016-03-15 00:00:00,Host community/families,456,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR325,Bilitoo,,Oromia,ET04,West Arsi,ET0417,Siraro,ET041701,38.25312157,7.08824626,2016-03-15 00:00:00,Planned camp/site,460,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR412,Kola Roga,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.52109814,9.555156186,2017-09-12 00:00:00,Host community/families,1075,DTM SA Round 25,,,
"29 March, 2021",Round 25,OR732,Qaliga,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.4944936,9.58773191,2017-09-12 00:00:00,Host community/families,1007,DTM SA Round 25,,,
"29 March, 2021",Round 25,SN363,Chukare,,SNNP,ET07,Wolayita,ET0706,Humbo,ET070604,37.93619979,6.61886034,2020-07-08 00:00:00,Host community/families,613,DTM SA Round 25,,,
"29 March, 2021",Round 25,SN364,Shotorya,,SNNP,ET07,Yem Special,ET0724,Yem SP Woreda,ET072401,37.4723672,7.71288826,2020-08-25 00:00:00,Host community/families,270,DTM SA Round 25,,,
"29 March, 2021",Round 25,SN426,Kota Kombola,,SNNP,ET07,Kembata Tibaro,ET0703,Damboya,ET070307,37.90708308,7.37401509,2018-07-17 00:00:00,Host community/families,170,DTM SA Round 25,,,
"29 March, 2021",Round 25,SN427,Yabu,,SNNP,ET07,Kembata Tibaro,ET0703,Damboya,ET070307,37.94020161,7.30738272,2018-07-18 00:00:00,Host community/families,169,DTM SA Round 25,,,
"29 March, 2021",Round 25,SN432,Dato,,SNNP,ET07,Kembata Tibaro,ET0703,Damboya,ET070307,37.96421697,7.37686474,2018-07-17 00:00:00,Host community/families,271,DTM SA Round 25,,,
"29 March, 2021",Round 25,SN433,Ambarcho,,SNNP,ET07,Kembata Tibaro,ET0703,Damboya,ET070307,37.90125061,7.32296251,2018-07-17 00:00:00,Host community/families,204,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO263,Bundada Drought,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.34160159,6.621226806,2017-01-01 00:00:00,Spontaneous camp/site,651,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO279,War caday,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.92890774,5.092387926,2016-06-28 00:00:00,Spontaneous camp/site,1661,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO307,Sagag Town (02),,Somali,ET05,Nogob,ET0510,Sagag,ET051005,42.8345793,7.685512384,2016-10-05 00:00:00,Spontaneous camp/site,276,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO363,Adadle town,,Somali,ET05,Shabelle,ET0506,Adadle,ET050602,43.54125274,5.795390303,2017-01-05 00:00:00,Spontaneous camp/site,4577,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO368,Biralays,,Somali,ET05,Shabelle,ET0506,Adadle,ET050602,43.39831682,5.651757631,2017-01-09 00:00:00,Spontaneous camp/site,437,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO477,Mara'ato,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.45821685,6.523833971,2017-01-01 00:00:00,Host community/families,477,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO553,Bundada Flash flood,,Somali,ET05,Korahe,ET0505,Kebridehar,ET050502,44.34160271,6.621222444,2017-05-14 00:00:00,Spontaneous camp/site,3165,DTM SA Round 25,,,
"29 March, 2021",Round 25,SO813,Duduma Ad,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.9533801,5.1316581,2020-11-14 00:00:00,Spontaneous camp/site,421,DTM SA Round 25,,,
"28 March, 2021",Round 25,AM321,Addis Woyin,,Amhara,ET03,Awi,ET0309,Jawi,ET030906,36.4870825,11.5731435,2020-09-29 00:00:00,Host community/families,1031,DTM SA Round 25,,,
"28 March, 2021",Round 25,AM332,Fendika 01,,Amhara,ET03,Awi,ET0309,Jawi,ET030906,36.4901872,11.5631781,2020-09-29 00:00:00,Host community/families,537,DTM SA Round 25,,,
"28 March, 2021",Round 25,AM340,Gumbir,,Amhara,ET03,Awi,ET0309,Jawi,ET030906,36.5277054,11.6994785,2020-10-29 00:00:00,Host community/families,148,DTM SA Round 25,,,
"28 March, 2021",Round 25,OR520,Bulto,,Oromia,ET04,West Guji,ET0415,Gelana (West Guji),ET041517,37.99578377,5.77499449,2017-08-28 00:00:00,Host community/families,5951,DTM SA Round 25,,,
"28 March, 2021",Round 25,OR649,Amola,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.48668376,9.56962494,2017-09-12 00:00:00,Host community/families,1064,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO444,Marsin Town 02 Kebele,,Somali,ET05,Korahe,ET0505,Marsin,ET050586,44.94502956,7.607866223,2017-01-20 00:00:00,Spontaneous camp/site,900,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO445,Nusdarik,,Somali,ET05,Korahe,ET0505,Marsin,ET050586,44.76461097,7.606965474,2017-01-15 00:00:00,Spontaneous camp/site,840,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO465,Segeg Town (01),,Somali,ET05,Nogob,ET0510,Sagag,ET051005,42.83842331,7.682187818,2017-01-11 00:00:00,Spontaneous camp/site,1884,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO533,Weysha,,Somali,ET05,Korahe,ET0505,Marsin,ET050586,44.70610404,7.656451522,2017-04-20 00:00:00,Spontaneous camp/site,409,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO609,Bardacas,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.73276374,4.702175112,2017-09-03 00:00:00,Spontaneous camp/site,1312,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO610,Hiloweyn,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.65953326,4.672018616,2017-09-03 00:00:00,Spontaneous camp/site,952,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO611,Galun,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.81768106,4.753234463,2017-09-03 00:00:00,Spontaneous camp/site,1705,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO613,Bisiq,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.76819734,4.747335598,2017-09-03 00:00:00,Spontaneous camp/site,850,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO721,Obasha,,Somali,ET05,Fafan,ET0502,Babile (SM),ET050203,42.39709852,8.582054015,2019-01-27 00:00:00,Host community/families,964,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO812,Burta Galun,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,39.8552906,4.8140932,2020-09-15 00:00:00,Spontaneous camp/site,427,DTM SA Round 25,,,
"28 March, 2021",Round 25,SO820,03 Kebele,,Somali,ET05,Erer,ET0504,Meyumuluka,ET050408,42.0189535,8.2745461,2021-03-28 00:00:00,Spontaneous camp/site,457,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM197,Norway Camp,,Amhara,ET03,Central Gondar,ET0311,Lay Armacho,ET031108,37.41561423,12.74407868,2018-11-29 00:00:00,Host community/families,133,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM230,College,,Amhara,ET03,North Wello,ET0303,Woldiya town,ET030309,39.58149922,11.82400291,2018-10-23 00:00:00,Collective Center,78,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM279,Robit Ketena 2,,Amhara,ET03,South Gondar,ET0302,Sede Muja,ET030214,38.43232942,11.41194257,2020-01-16 00:00:00,Host community/families,702,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM280,Adada,,Amhara,ET03,South Gondar,ET0302,Sede Muja,ET030214,38.32324976,11.54599172,2020-07-15 00:00:00,Host community/families,560,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM329,Fendika 02,,Amhara,ET03,Awi,ET0309,Jawi,ET030906,36.4942624,11.563431,2020-10-28 00:00:00,Host community/families,340,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM338,Arga Abo,,Amhara,ET03,Awi,ET0309,Jawi,ET030906,36.4923409,11.5706831,2020-09-28 00:00:00,Host community/families,859,DTM SA Round 25,,,
"27 March, 2021",Round 25,AM339,Ayima,,Amhara,ET03,Awi,ET0309,Jawi,ET030906,36.4800613,11.5688237,2020-09-12 00:00:00,Host community/families,554,DTM SA Round 25,,,
