Survey Date,Survey Round,Site ID,Site Name,Site Alternate Name,OCHA Region,OCHA Region P-Code,OCHA Zone,OCHA Zone P-Code,OCHA Woreda,OCHA Woreda P-Code,Longitude,Latitude,Site Open Date,Settlement/site type,Total Individuals,Data Source,Managed Site?,Camp Management Agency,Notes
"1 June, 2021",7,TG392,Zeslase,16 Kebele,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4728624,13.4908943,44173,Host community/families,1242,Preliminary,,,
"31 May, 2021",7,TG387,Hareya,,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4683063,13.4951114,44167,Host community/families,6901,Preliminary,,,
"31 May, 2021",7,TG365,Industry Park,,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4170534,13.4968755,44156,Host community/families,1735,Preliminary,,,
"31 May, 2021",7,TG363,Ketena 03,Enda Abune Aregawi,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4611469,13.4851123,44156,Host community/families,8674,Preliminary,,,
"31 May, 2021",7,TG366,Ketena 04,,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4577131,13.479987,44156,Host community/families,6940,Preliminary,,,
"31 May, 2021",7,TG364,Ketena 08,Edaga Adi Hawsi,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4554562,13.4765328,44157,Host community/families,12143,Preliminary,,,
"31 May, 2021",7,TG367,Tsinat Weyane,,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4497844,13.4799525,44157,Host community/families,5804,Preliminary,,,
"16 May, 2021",6,TG553,Abiyiadi  College of Education Teachers,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9777532,13.6343419,44267,Collective Center,5554,Preliminary,,,
"16 May, 2021",6,TG555,Abiyiadi  Primary school,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,39.0025978,13.6202681,44267,Collective Center,1330,Preliminary,,,
"16 May, 2021",6,TG556,Abiyiadi TVET College,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9886644,13.6396169,44298,Collective Center,353,Preliminary,,,
"16 May, 2021",6,TG554,Yekatit 10 Elementary school,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9943223,13.6180236,44267,Collective Center,1522,Preliminary,,,
"14 May, 2021",6,TG537,Alula,Zone 4,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,39.1743255,13.6427669,44168,Host community/families,146,Preliminary,,,
"14 May, 2021",6,TG569,Hagereselam Primary School,,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,39.1736999,13.6477228,44318,Collective Center,170,Preliminary,,,
"14 May, 2021",6,TG535,Hayelom,Zone 5,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,39.1742615,13.637427,44172,Host community/families,212,Preliminary,,,
"14 May, 2021",6,TG534,Limat,Zone 1,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,39.1724123,13.652406,44167,Host community/families,79,Preliminary,,,
"14 May, 2021",6,TG538,Lisanu,Zone 2,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,39.1682913,13.6498181,44167,Host community/families,77,Preliminary,,,
"14 May, 2021",6,TG536,Marta,Zone 3,Tigray,ET01,South Eastern,ET0106,Hagere Selam town,ET010605,39.1734077,13.6475016,44168,Host community/families,107,Preliminary,,,
"11 May, 2021",6,AM258,Cafteria,Gomata,Amhara,ET03,North Gondar,ET0301,Debark town,ET030198,37.8972414,13.156563,44152,Transit center/site,3500,Preliminary,,,
"8 May, 2021",6,AM315,Kino Mender 2,,Amhara,ET03,North Gondar,ET0301,Debark,ET030104,37.8844477,13.0793944,44185,Host community/families,256,Preliminary,,,
"8 May, 2021",6,AM237,Diro Gebeya,,Amhara,ET03,North Gondar,ET0301,Debark town,ET030198,37.91024583,13.15881636,44252,Spontaneous camp/site,458,Preliminary,,,
"8 May, 2021",6,AM316,Kino Mender 1,,Amhara,ET03,North Gondar,ET0301,Debark,ET030104,37.8874276,13.1052259,44183,Host community/families,169,Preliminary,,,
"5 May, 2021",6,AM319,Deb Bahir,Wuraba zuria,Amhara,ET03,North Gondar,ET0301,Debark,ET030104,37.891498,13.2403279,44154,Host community/families,868,Preliminary,,,
"5 May, 2021",6,AM318,Ambera,Dimto Zuria,Amhara,ET03,North Gondar,ET0301,Debark,ET030104,37.8560336,13.3028001,44175,Host community/families,457,Preliminary,,,
"11 April, 2021",Round 25,OR261,Site 1,,Oromia,ET04,Jimma,ET0404,Kersa (Jimma),ET040405,37.18445207,7.750638043,1999-03-26 00:00:00,Planned camp/site,164,DTM SA Round 25,,,
"9 April, 2021",Round 25,AM235,Mariyam Minch,,Amhara,ET03,East Gojam,ET0306,Enebse Sarmder,ET030604,38.27272953,10.87188967,2018-11-14 00:00:00,Collective Center,203,DTM SA Round 25,,,
"9 April, 2021",Round 25,AM380,Gibrina Maekel,,Amhara,ET03,North Wello,ET0303,Guba Lafto,ET030307,39.5872889,11.8248332,2021-04-05 00:00:00,Spontaneous camp/site,76,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM269,Abba Libanos Center,,Amhara,ET03,East Gojam,ET0306,Guzamn,ET030610,37.6558762,10.2611375,2020-08-30 00:00:00,Collective Center,594,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM323,Addis Kidam 01,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.8873239,11.0774476,2020-11-09 00:00:00,Host community/families,85,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM324,Addis Kidam 02,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.8875882,11.0837272,2020-11-09 00:00:00,Host community/families,122,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM334,Dimama Manguda,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.8111194,11.1203851,2020-12-09 00:00:00,Host community/families,122,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM357,Yejube 01,,Amhara,ET03,East Gojam,ET0306,Baso Liben,ET030611,37.7462293,10.1543922,2018-11-21 00:00:00,Host community/families,169,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM358,Yejube 02,,Amhara,ET03,East Gojam,ET0306,Baso Liben,ET030611,37.7485337,10.1582068,2019-05-03 00:00:00,Host community/families,109,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM379,Aydefer,Awobay,Amhara,ET03,North Wello,ET0303,Lasta,ET030310,38.9767705,11.904151,2020-10-15 00:00:00,Host community/families,160,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM383,Dibiko,,Amhara,ET03,North Wello,ET0303,Lasta,ET030310,38.9281801,11.8292311,2021-04-08 00:00:00,Host community/families,138,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM393,Wollo Sefer,,Amhara,ET03,South Wello,ET0304,Borena /Debresina,ET030412,38.7560426,10.7523016,2019-02-09 00:00:00,Host community/families,197,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM394,Soye,,Amhara,ET03,South Wello,ET0304,Borena /Debresina,ET030412,38.7439563,10.7601896,2019-02-09 00:00:00,Host community/families,83,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM395,Nono,,Amhara,ET03,South Wello,ET0304,Borena /Debresina,ET030412,38.7523158,10.7410438,2018-09-25 00:00:00,Host community/families,353,DTM SA Round 25,,,
"8 April, 2021",Round 25,AM439,Clinic Sefer,,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.159911,10.8456354,2018-05-30 00:00:00,Host community/families,278,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM178,Gish Abay,,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.20812589,10.98883239,2018-04-15 00:00:00,Host community/families,972,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM200,Kebele 03,,Amhara,ET03,East Gojam,ET0306,Debre Markos town,ET030615,37.72845767,10.34505921,2018-09-29 00:00:00,Host community/families,115,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM250,Stadium,,Amhara,ET03,East Gojam,ET0306,Debre Markos town,ET030615,37.72912907,10.35435041,2020-06-15 00:00:00,Spontaneous camp/site,85,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM276,Geterge,,Amhara,ET03,North Wello,ET0303,Lalibela town,ET030398,39.04931597,12.02963591,2019-08-08 00:00:00,Host community/families,305,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM277,Addis Alem,,Amhara,ET03,North Wello,ET0303,Lalibela town,ET030398,39.05142018,12.01721258,2019-09-16 00:00:00,Host community/families,301,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM278,Tebie Ber,,Amhara,ET03,North Wello,ET0303,Lalibela town,ET030398,39.04926452,12.0345897,2019-09-16 00:00:00,Host community/families,232,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM326,Sigla Teklehaymanot,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,37.0376984,11.0732699,2020-12-08 00:00:00,Host community/families,176,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM327,Sigla Dawuna,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.9912586,11.069878,2021-01-05 00:00:00,Host community/families,256,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM342,Asuhua,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.9480472,11.1276109,2020-10-09 00:00:00,Host community/families,305,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM352,Fagta Tuji,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,37.0393829,11.068493,2021-01-02 00:00:00,Host community/families,217,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM381,Bilbala,,Amhara,ET03,North Wello,ET0303,Lasta,ET030310,38.985691,12.167168,2020-08-16 00:00:00,Host community/families,213,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM382,Shumsheha,,Amhara,ET03,North Wello,ET0303,Lasta,ET030310,38.9846571,11.982439,2018-04-20 00:00:00,Host community/families,174,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM392,Liguama,,Amhara,ET03,South Wello,ET0304,Kelela,ET030413,39.1591172,10.6541938,2020-10-22 00:00:00,Host community/families,133,DTM SA Round 25,,,
"7 April, 2021",Round 25,AM438,Entoto Sefer,,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.2037439,10.9777209,2017-11-02 00:00:00,Host community/families,2112,DTM SA Round 25,,,
"7 April, 2021",Round 25,SN058,Erimich,,SNNP,ET07,Sheka,ET0708,Yeki,ET070803,35.36803888,7.28944803,2018-09-02 00:00:00,Host community/families,1026,DTM SA Round 25,,,
"7 April, 2021",Round 25,SN060,Kubito,,SNNP,ET07,Sheka,ET0708,Yeki,ET070803,35.36826702,7.2579629,2018-08-13 00:00:00,Host community/families,1122,DTM SA Round 25,,,
"7 April, 2021",Round 25,SN063,Fide Wadi,,SNNP,ET07,Sheka,ET0708,Yeki,ET070803,35.51263371,7.22319138,2018-07-30 00:00:00,Dispersed Settlement,1763,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM229,Zemero,,Amhara,ET03,North Shewa (AM),ET0305,Menze Keya Gabriel,ET030521,39.44275292,10.22453487,2018-10-27 00:00:00,Spontaneous camp/site,346,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM246,Degolo 01,,Amhara,ET03,South Wello,ET0304,Jama,ET030414,39.24912014,10.42675949,2019-12-28 00:00:00,Host community/families,331,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM253,Maekele Selema,,Amhara,ET03,North Shewa (AM),ET0305,Menze Gera Midir,ET030505,39.4700245,10.32528031,2020-08-09 00:00:00,Host community/families,200,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM288,Mela Memcha,,Amhara,ET03,South Wello,ET0304,Wereilu town,ET030423,39.43814174,10.58827819,2020-07-01 00:00:00,Host community/families,233,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM333,Ducha Nechela,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.6945173,11.077418,2020-10-28 00:00:00,Host community/families,328,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM341,Ayijasita,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.8041219,11.0349712,2020-09-30 00:00:00,Host community/families,127,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM347,Chiguali,,Amhara,ET03,Awi,ET0309,Fagta Lakoma,ET030905,36.7451866,11.0644621,2020-12-07 00:00:00,Host community/families,408,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM366,Nidi,09 kebele,Amhara,ET03,North Shewa (AM),ET0305,Menze Keya Gabriel,ET030521,39.38791505,10.26849161,2019-11-09 00:00:00,Host community/families,390,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM435,Achano,,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.3174639,11.0586402,2017-12-07 00:00:00,Host community/families,488,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM436,Nib washa,Aba Meseret,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.295648,11.0606718,2019-02-03 00:00:00,Dispersed Settlement,523,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM437,Amuse Wenz,,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.3108945,10.9929535,2019-04-08 00:00:00,Host community/families,341,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM455,Finote Selam 02,,Amhara,ET03,West Gojam,ET0307,Finote Selam town,ET030714,37.2625051,10.6827991,2018-10-02 00:00:00,Host community/families,1000,DTM SA Round 25,,,
"6 April, 2021",Round 25,AM459,Shenbekuma Yedefas,,Amhara,ET03,West Gojam,ET0307,Finote Selam town,ET030714,37.2756281,10.6822473,2018-06-22 00:00:00,Host community/families,1489,DTM SA Round 25,,,
"6 April, 2021",Round 25,SN059,Gecha,,SNNP,ET07,Sheka,ET0708,Anderacha,ET070801,35.40232997,7.56078319,2018-07-31 00:00:00,Dispersed Settlement,1068,DTM SA Round 25,,,
"6 April, 2021",Round 25,SN061,Tepi Maekel,,SNNP,ET07,Sheka,ET0708,Yeki,ET070803,35.42342115,7.1973047,2018-07-31 00:00:00,Dispersed Settlement,3227,DTM SA Round 25,,,
"5 April, 2021",Round 25,AM206,Bata Tsebel,,Amhara,ET03,West Gojam,ET0307,Finote Selam town,ET030714,37.24740524,10.68626313,2018-11-06 00:00:00,Collective Center,101,DTM SA Round 25,,,
"5 April, 2021",Round 25,AM208,Abay Minch,,Amhara,ET03,West Gojam,ET0307,Sekela,ET030705,37.20986898,10.98690311,2020-12-29 00:00:00,Host community/families,4567,DTM SA Round 25,,,
"5 April, 2021",Round 25,AM232,Tilili 01,,Amhara,ET03,Awi,ET0309,Guagusa Shikudad,ET030907,37.02063927,10.85158622,2018-11-24 00:00:00,Host community/families,166,DTM SA Round 25,,,
"5 April, 2021",Round 25,AM233,Aguta,,Amhara,ET03,Awi,ET0309,Guagusa Shikudad,ET030907,37.01372235,10.85253417,2018-12-24 00:00:00,Host community/families,224,DTM SA Round 25,,,
"5 April, 2021",Round 25,AM454,Finote Selam 01,Sefer 3,Amhara,ET03,West Gojam,ET0307,Finote Selam town,ET030714,37.2594466,10.6841322,2018-10-08 00:00:00,Host community/families,1033,DTM SA Round 25,,,
"5 April, 2021",Round 25,SN062,Yelobayi,,SNNP,ET07,Sheka,ET0708,Masha,ET070802,35.47313161,7.74852594,2018-08-13 00:00:00,Dispersed Settlement,1983,DTM SA Round 25,,,
"4 April, 2021",Round 25,AM293,Das Ketena 01,,Amhara,ET03,West Gondar,ET0312,Metema,ET031213,36.24610356,12.76275432,2020-07-07 00:00:00,Planned camp/site,342,DTM SA Round 25,,,
"4 April, 2021",Round 25,SO706,Duudahida,,Somali,ET05,Fafan,ET0502,Jigjiga town,ET050293,42.77048763,9.374827942,2018-07-15 00:00:00,Host community/families,1045,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF254,Ardakoba,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.16531196,11.19139369,2019-08-15 00:00:00,Spontaneous camp/site,1804,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF255,Erole,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.34489128,11.31337007,2019-08-07 00:00:00,Spontaneous camp/site,802,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF256,Gawule,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.29599441,11.23720835,2019-08-14 00:00:00,Spontaneous camp/site,2114,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF258,Sabalu,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.18050991,11.17871322,2019-08-08 00:00:00,Spontaneous camp/site,1134,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF259,Amora,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.39331707,11.23499415,2020-05-22 00:00:00,Spontaneous camp/site,1377,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF260,Erugageta,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.21787984,11.32131251,2020-01-24 00:00:00,Spontaneous camp/site,1421,DTM SA Round 25,,,
"3 April, 2021",Round 25,AF311,Asmera,,Afar,ET02,Awsi /Zone 1,ET0201,Gerani,ET020110,41.3954652,11.2348988,2020-08-12 00:00:00,Spontaneous camp/site,641,DTM SA Round 25,,,
"3 April, 2021",Round 25,AM274,Medal Sefer,,Amhara,ET03,North Shewa (AM),ET0305,Ensaro,ET030503,38.91152529,9.799152099,2020-11-26 00:00:00,Host community/families,1211,DTM SA Round 25,,,
"3 April, 2021",Round 25,AM351,Gumdrie,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.8638732,11.1850229,2019-10-06 00:00:00,Host community/families,93,DTM SA Round 25,,,
"3 April, 2021",Round 25,AM365,Salaysh,,Amhara,ET03,North Shewa (AM),ET0305,Ensaro,ET030503,38.9057669,9.834360934,2021-04-03 00:00:00,Host community/families,86,DTM SA Round 25,,,
"3 April, 2021",Round 25,AM391,Jari,,Amhara,ET03,South Wello,ET0304,Thehulederie,ET030405,39.6490207,11.3686742,2021-03-31 00:00:00,Collective Center,341,DTM SA Round 25,,,
"3 April, 2021",Round 25,AM441,Filklek,,Amhara,ET03,West Gojam,ET0307,Adete town,ET030799,37.4869348,11.2632659,2019-05-14 00:00:00,Host community/families,196,DTM SA Round 25,,,
"3 April, 2021",Round 25,SO808,Aliofe,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.55871149,3.460816407,2021-04-02 00:00:00,Host community/families,464,DTM SA Round 25,,,
"2 April, 2021",Round 25,AF244,Gabulle,,Afar,ET02,Awsi /Zone 1,ET0201,Asayita,ET020103,41.41042177,11.57348645,2020-11-02 00:00:00,Dispersed Settlement,1219,DTM SA Round 25,,,
"2 April, 2021",Round 25,AF271,Galatule Buri,,Afar,ET02,Awsi /Zone 1,ET0201,Asayita,ET020103,41.31992113,11.66969752,2020-08-15 00:00:00,Spontaneous camp/site,960,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM247,Fetno,,Amhara,ET03,West Gondar,ET0312,Midre Genet,ET031223,36.47455234,13.69685415,2021-04-02 00:00:00,Collective Center,625,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM251,Medina,,Amhara,ET03,South Wello,ET0304,Argoba,ET030401,40.0225485,10.91998571,2020-01-01 00:00:00,Host community/families,174,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM290,Jida Sefer,,Amhara,ET03,South Wello,ET0304,Argoba,ET030401,40.026694,10.91744469,2020-12-03 00:00:00,Collective Center,261,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM344,Dangila 01,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.8418098,11.2577265,2020-10-04 00:00:00,Host community/families,149,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM345,Dangila 02,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.8382762,11.261541,2020-11-03 00:00:00,Host community/families,127,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM346,Dangila 04,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.840865,11.2611102,2020-11-03 00:00:00,Host community/families,144,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM350,Dangila 05,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.8471949,11.2611262,2020-10-04 00:00:00,Host community/families,348,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM363,Weko,,Amhara,ET03,North Shewa (AM),ET0305,Ensaro,ET030503,38.85332496,9.797843313,2020-07-06 00:00:00,Host community/families,120,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM364,Lamgeno,,Amhara,ET03,North Shewa (AM),ET0305,Ensaro,ET030503,38.84401779,9.830125308,2019-01-02 00:00:00,Host community/families,62,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM434,Genet Sefer,,Amhara,ET03,West Gojam,ET0307,Adete town,ET030799,37.4859458,11.2515109,2018-10-04 00:00:00,Host community/families,235,DTM SA Round 25,,,
"2 April, 2021",Round 25,AM440,Kelemo Sefer,,Amhara,ET03,West Gojam,ET0307,Adete town,ET030799,37.4813128,11.2590383,2019-06-01 00:00:00,Host community/families,285,DTM SA Round 25,,,
"2 April, 2021",Round 25,OR1275,Kalmale,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.71559591,9.43480673,2017-09-12 00:00:00,Host community/families,997,DTM SA Round 25,,,
"2 April, 2021",Round 25,SO676,Qadaduma 01,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.55541018,3.45975357,2018-07-10 00:00:00,Host community/families,637,DTM SA Round 25,,,
"2 April, 2021",Round 25,SO726,Ula-hula,,Somali,ET05,Siti,ET0501,Dembel,ET050102,42.43857689,9.692113412,2019-01-25 00:00:00,Spontaneous camp/site,802,DTM SA Round 25,,,
"2 April, 2021",Round 25,SO744,Teso Ramo,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.61473909,3.531735297,2018-09-10 00:00:00,Spontaneous camp/site,481,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM188,Addis Zemen Town,,Amhara,ET03,South Gondar,ET0302,Adisezemen town,ET030299,37.78357897,12.12430291,2017-07-07 00:00:00,Host community/families,80,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM270,Gerba,,Amhara,ET03,North Shewa (AM),ET0305,Moretna Jiru,ET030504,39.15252136,9.891345364,2021-01-01 00:00:00,Host community/families,655,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM286,Hamusit Ketena 8,,Amhara,ET03,South Gondar,ET0302,Dera (AM),ET030209,37.56278376,11.78097597,2020-10-12 00:00:00,Host community/families,97,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM331,Gisa 01,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.6748996,11.1868584,2020-11-02 00:00:00,Host community/families,613,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM343,Dibaka,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.6989273,11.1849553,2020-10-31 00:00:00,Host community/families,281,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM396,Dibe,,Amhara,ET03,South Wello,ET0304,Argoba,ET030401,39.9306122,10.982552,2020-10-15 00:00:00,Host community/families,191,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM397,Fetekoma,,Amhara,ET03,South Wello,ET0304,Argoba,ET030401,39.9104822,10.9668142,2020-12-12 00:00:00,Host community/families,281,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM424,Dikull Kanna,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.6471119,10.8139111,2017-09-26 00:00:00,Host community/families,442,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM425,Ta'eme,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.6466847,10.766777,2019-04-25 00:00:00,Host community/families,476,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM432,Gabriel Sefer,,Amhara,ET03,West Gojam,ET0307,Mecha,ET030704,37.1544393,11.4123011,2018-01-02 00:00:00,Host community/families,283,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM433,Ayer Tena,,Amhara,ET03,West Gojam,ET0307,Mecha,ET030704,37.1626518,11.4168558,2019-02-03 00:00:00,Host community/families,180,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM452,Aklat,Kura Afaf,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.621443,10.7924024,2019-05-01 00:00:00,Host community/families,360,DTM SA Round 25,,,
"1 April, 2021",Round 25,AM453,Dingay Ber Silassie,Dingay Ber Silassie,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.5985614,10.7379297,2019-03-24 00:00:00,Host community/families,257,DTM SA Round 25,,,
"1 April, 2021",Round 25,DD103,Youth Recreational Center,,Dire Dawa,ET15,Dire Dawa urban,ET1501,Kazira,ET150113,41.85980146,9.60578507,2017-09-10 00:00:00,Collective Center,2220,DTM SA Round 25,,,
"1 April, 2021",Round 25,DD107,Millennium park,,Dire Dawa,ET15,Dire Dawa urban,ET1501,Kazira,ET150113,41.85998018,9.60568624,2017-09-10 00:00:00,Collective Center,2701,DTM SA Round 25,,,
"1 April, 2021",Round 25,SO643,Fayo,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.56834965,3.48097929,2021-03-15 00:00:00,Host community/families,482,DTM SA Round 25,,,
"1 April, 2021",Round 25,SO671,Boji,,Somali,ET05,Daawa,ET0511,Qada Duma,ET051198,39.51710689,3.550682269,2018-07-08 00:00:00,Host community/families,675,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM322,Alefa Kacha,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.6092505,11.1228351,2020-11-01 00:00:00,Host community/families,262,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM330,Gisa Kansen,,Amhara,ET03,Awi,ET0309,Dangila,ET030901,36.6322788,11.158944,2020-10-15 00:00:00,Host community/families,313,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM359,Kebele Sidst,Atse Minilik Adarash,Amhara,ET03,North Shewa (AM),ET0305,Debre Berhan town,ET030520,39.53112115,9.678423965,2019-11-06 00:00:00,Host community/families,3262,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM360,Kebele Sost,Mesjid akababi,Amhara,ET03,North Shewa (AM),ET0305,Debre Berhan town,ET030520,39.53122071,9.674511023,2019-11-06 00:00:00,Host community/families,1082,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM361,Kebele Sebat,,Amhara,ET03,North Shewa (AM),ET0305,Debre Berhan town,ET030520,39.51725894,9.66704558,2019-11-08 00:00:00,Host community/families,2364,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM362,Kebele Zetegn,,Amhara,ET03,North Shewa (AM),ET0305,Debre Berhan town,ET030520,39.51374651,9.660729725,2019-11-08 00:00:00,Host community/families,1389,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM367,Kebele Hulet,02 Condominiam,Amhara,ET03,North Shewa (AM),ET0305,Debre Berhan town,ET030520,39.53657178,9.679041442,2019-11-08 00:00:00,Host community/families,1185,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM390,Awura Godana,,Amhara,ET03,South Gondar,ET0302,Ebenat,ET030201,38.05173002,12.1179681,2020-01-10 00:00:00,Host community/families,114,DTM SA Round 25,,,
"31 March, 2021",Round 25,AM422,Feres Bet Michael,,Amhara,ET03,West Gojam,ET0307,Dega Damot,ET030707,37.5608259,10.870976,2019-04-30 00:00:00,Host community/families,810,DTM SA Round 25,,,
